Device,Algorithm,Type,Operation,Iteration,Time,MemoryKB,CPU
Raspberry Pi,BIKE-L1,PQC,KeyGen,237,0.051487,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,237,0.002763,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,237,0.042481,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,237,0.181841,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,237,0.000302,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,237,0.066557,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,238,0.005312,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,238,0.000115,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,238,0.000089,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,238,0.051711,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,238,0.002792,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,238,0.042276,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,238,0.267971,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,238,0.000316,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,238,0.066504,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,239,0.007783,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,239,0.000166,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,239,0.000132,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,239,0.059641,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,239,0.002763,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,239,0.042656,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,239,0.267699,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,239,0.000332,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,239,0.066534,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,240,0.005305,6136,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,240,0.000116,6136,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,240,0.000089,6136,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,240,0.052655,6136,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,240,0.002804,6136,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,240,0.042405,6136,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,240,0.268173,6136,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,240,0.000361,6136,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,240,0.066569,6136,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,241,0.005347,6376,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,241,0.000109,6376,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,241,0.000097,6376,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,241,0.051608,6376,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,241,0.002783,6376,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,241,0.042683,6376,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,241,0.441713,6376,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,241,0.000328,6376,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,241,0.066537,6376,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,242,0.005338,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,242,0.000108,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,242,0.000089,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,242,0.052037,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,242,0.002801,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,242,0.042229,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,242,0.529783,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,242,0.000353,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,242,0.066506,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,243,0.005413,6388,100%
Raspberry Pi,Kyber-768,PQC,Encapsulation,243,0.000109,6388,100%
Raspberry Pi,Kyber-768,PQC,Decapsulation,243,0.000097,6388,100%
Raspberry Pi,BIKE-L1,PQC,KeyGen,243,0.051476,6388,100%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,243,0.002767,6388,100%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,243,0.042099,6388,100%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,243,0.700607,6388,100%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,243,0.000416,6388,100%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,243,0.066501,6388,100%
Raspberry Pi,Kyber-768,PQC,KeyGen,244,0.005284,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,244,0.000108,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,244,0.000089,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,244,0.063669,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,244,0.004123,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,244,0.062392,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,244,0.268480,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,244,0.000332,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,244,0.066508,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,245,0.005436,6248,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,245,0.000110,6248,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,245,0.000109,6248,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,245,0.052791,6248,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,245,0.002769,6248,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,245,0.042534,6248,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,245,0.527346,6248,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,245,0.000309,6248,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,245,0.066540,6248,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,246,0.005415,6392,100%
Raspberry Pi,Kyber-768,PQC,Encapsulation,246,0.000116,6392,100%
Raspberry Pi,Kyber-768,PQC,Decapsulation,246,0.000090,6392,100%
Raspberry Pi,BIKE-L1,PQC,KeyGen,246,0.051343,6392,100%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,246,0.002753,6392,100%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,246,0.042487,6392,100%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,246,1.219693,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,246,0.000384,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,246,0.066521,6392,100%
Raspberry Pi,Kyber-768,PQC,KeyGen,247,0.005986,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,247,0.000114,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,247,0.000091,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,247,0.051497,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,247,0.002769,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,247,0.042268,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,247,0.268802,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,247,0.000322,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,247,0.066547,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,248,0.005331,6376,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,248,0.000107,6376,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,248,0.000089,6376,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,248,0.051543,6376,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,248,0.002765,6376,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,248,0.042214,6376,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,248,0.181586,6376,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,248,0.000325,6376,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,248,0.066918,6376,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,249,0.007719,6392,98%
Raspberry Pi,Kyber-768,PQC,Encapsulation,249,0.000158,6392,98%
Raspberry Pi,Kyber-768,PQC,Decapsulation,249,0.000131,6392,98%
Raspberry Pi,BIKE-L1,PQC,KeyGen,249,0.081012,6392,98%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,249,0.003916,6392,98%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,249,0.042406,6392,98%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,249,0.181705,6392,98%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,249,0.000320,6392,98%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,249,0.066511,6392,98%
Raspberry Pi,Kyber-768,PQC,KeyGen,250,0.005383,6264,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,250,0.000120,6264,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,250,0.000092,6264,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,250,0.053191,6264,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,250,0.002773,6264,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,250,0.042069,6264,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,250,0.441428,6264,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,250,0.000322,6264,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,250,0.066538,6264,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,251,0.005290,6392,100%
Raspberry Pi,Kyber-768,PQC,Encapsulation,251,0.000115,6392,100%
Raspberry Pi,Kyber-768,PQC,Decapsulation,251,0.000088,6392,100%
Raspberry Pi,BIKE-L1,PQC,KeyGen,251,0.051617,6392,100%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,251,0.002754,6392,100%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,251,0.042312,6392,100%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,251,0.181739,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,251,0.000320,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,251,0.066507,6392,100%
Raspberry Pi,Kyber-768,PQC,KeyGen,252,0.005353,6392,100%
Raspberry Pi,Kyber-768,PQC,Encapsulation,252,0.000107,6392,100%
Raspberry Pi,Kyber-768,PQC,Decapsulation,252,0.000102,6392,100%
Raspberry Pi,BIKE-L1,PQC,KeyGen,252,0.051656,6392,100%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,252,0.002784,6392,100%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,252,0.042485,6392,100%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,252,0.181876,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,252,0.000340,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,252,0.066612,6392,100%
Raspberry Pi,Kyber-768,PQC,KeyGen,253,0.005514,6380,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,253,0.000116,6380,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,253,0.000090,6380,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,253,0.051678,6380,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,253,0.002752,6380,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,253,0.042722,6380,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,253,0.355623,6380,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,253,0.000339,6380,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,253,0.066524,6380,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,254,0.005317,6384,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,254,0.000116,6384,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,254,0.000090,6384,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,254,0.051519,6384,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,254,0.002753,6384,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,254,0.042193,6384,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,254,0.268334,6384,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,254,0.000385,6384,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,254,0.066527,6384,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,255,0.005441,6392,100%
Raspberry Pi,Kyber-768,PQC,Encapsulation,255,0.000109,6392,100%
Raspberry Pi,Kyber-768,PQC,Decapsulation,255,0.000090,6392,100%
Raspberry Pi,BIKE-L1,PQC,KeyGen,255,0.051533,6392,100%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,255,0.002751,6392,100%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,255,0.042755,6392,100%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,255,0.355020,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,255,0.000367,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,255,0.066506,6392,100%
Raspberry Pi,Kyber-768,PQC,KeyGen,256,0.005365,6388,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,256,0.000116,6388,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,256,0.000088,6388,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,256,0.051385,6388,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,256,0.002751,6388,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,256,0.042643,6388,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,256,0.528393,6388,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,256,0.000361,6388,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,256,0.066534,6388,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,257,0.005278,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,257,0.000113,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,257,0.000088,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,257,0.051587,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,257,0.002793,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,257,0.042027,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,257,0.269378,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,257,0.000347,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,257,0.066549,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,258,0.005301,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,258,0.000108,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,258,0.000098,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,258,0.051477,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,258,0.002766,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,258,0.042446,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,258,0.788164,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,258,0.000343,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,258,0.066528,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,259,0.005305,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,259,0.000114,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,259,0.000088,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,259,0.051664,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,259,0.002802,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,259,0.042600,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,259,0.441315,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,259,0.000323,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,259,0.066498,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,260,0.007774,6392,100%
Raspberry Pi,Kyber-768,PQC,Encapsulation,260,0.000160,6392,100%
Raspberry Pi,Kyber-768,PQC,Decapsulation,260,0.000144,6392,100%
Raspberry Pi,BIKE-L1,PQC,KeyGen,260,0.057079,6392,100%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,260,0.002761,6392,100%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,260,0.042312,6392,100%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,260,0.441027,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,260,0.000343,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,260,0.066590,6392,100%
Raspberry Pi,Kyber-768,PQC,KeyGen,261,0.005299,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,261,0.000118,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,261,0.000092,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,261,0.051483,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,261,0.002761,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,261,0.042252,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,261,0.269153,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,261,0.000360,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,261,0.066643,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,262,0.005277,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,262,0.000118,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,262,0.000089,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,262,0.051371,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,262,0.002765,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,262,0.042537,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,262,0.181958,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,262,0.000352,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,262,0.066519,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,263,0.005764,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,263,0.000115,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,263,0.000090,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,263,0.051611,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,263,0.002764,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,263,0.042568,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,263,0.268840,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,263,0.000347,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,263,0.066541,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,264,0.005279,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,264,0.000109,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,264,0.000096,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,264,0.051643,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,264,0.002766,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,264,0.042075,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,264,0.181692,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,264,0.000328,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,264,0.066777,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,265,0.005355,6260,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,265,0.000118,6260,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,265,0.000089,6260,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,265,0.052588,6260,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,265,0.002770,6260,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,265,0.042135,6260,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,265,0.183100,6260,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,265,0.000350,6260,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,265,0.066792,6260,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,266,0.005451,6376,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,266,0.000115,6376,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,266,0.000089,6376,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,266,0.051542,6376,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,266,0.002770,6376,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,266,0.042242,6376,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,266,0.475754,6376,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,266,0.000331,6376,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,266,0.066553,6376,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,267,0.005303,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,267,0.000113,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,267,0.000088,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,267,0.051511,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,267,0.002764,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,267,0.042658,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,267,0.268802,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,267,0.000407,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,267,0.066512,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,268,0.005413,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,268,0.000108,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,268,0.000089,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,268,0.051526,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,268,0.002755,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,268,0.042196,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,268,0.354741,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,268,0.000358,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,268,0.066793,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,269,0.005389,6136,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,269,0.000116,6136,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,269,0.000090,6136,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,269,0.051436,6136,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,269,0.002752,6136,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,269,0.042239,6136,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,269,0.528944,6136,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,269,0.000406,6136,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,269,0.066884,6136,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,270,0.005330,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,270,0.000116,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,270,0.000089,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,270,0.051420,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,270,0.002766,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,270,0.042323,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,270,0.269976,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,270,0.000328,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,270,0.066516,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,271,0.005266,6264,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,271,0.000116,6264,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,271,0.000090,6264,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,271,0.053129,6264,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,271,0.002757,6264,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,271,0.042218,6264,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,271,0.354807,6264,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,271,0.000313,6264,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,271,0.066650,6264,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,272,0.005543,6136,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,272,0.000119,6136,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,272,0.000092,6136,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,272,0.051644,6136,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,272,0.002767,6136,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,272,0.042324,6136,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,272,0.355823,6136,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,272,0.000315,6136,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,272,0.066520,6136,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,273,0.005273,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,273,0.000108,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,273,0.000096,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,273,0.051611,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,273,0.002784,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,273,0.042016,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,273,0.355085,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,273,0.000339,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,273,0.066554,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,274,0.005404,6392,100%
Raspberry Pi,Kyber-768,PQC,Encapsulation,274,0.000116,6392,100%
Raspberry Pi,Kyber-768,PQC,Decapsulation,274,0.000089,6392,100%
Raspberry Pi,BIKE-L1,PQC,KeyGen,274,0.051570,6392,100%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,274,0.002753,6392,100%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,274,0.042464,6392,100%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,274,0.268268,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,274,0.000317,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,274,0.066533,6392,100%
Raspberry Pi,Kyber-768,PQC,KeyGen,275,0.005275,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,275,0.000108,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,275,0.000097,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,275,0.051556,6392,99%
