Device,Algorithm,Type,Operation,Iteration,Time,MemoryKB,CPU
Raspberry Pi,Kyber-768,PQC,KeyGen,478,0.005299,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,478,0.000108,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,478,0.000090,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,478,0.051422,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,478,0.002763,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,478,0.041989,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,478,0.186882,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,478,0.000495,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,478,0.094780,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,479,0.005310,6380,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,479,0.000110,6380,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,479,0.000096,6380,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,479,0.051613,6380,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,479,0.002753,6380,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,479,0.042392,6380,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,479,0.441209,6380,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,479,0.000306,6380,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,479,0.066578,6380,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,480,0.006948,6136,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,480,0.000112,6136,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,480,0.000104,6136,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,480,0.051327,6136,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,480,0.002764,6136,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,480,0.042649,6136,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,480,0.183237,6136,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,480,0.000325,6136,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,480,0.066528,6136,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,481,0.005289,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,481,0.000114,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,481,0.000089,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,481,0.051553,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,481,0.002761,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,481,0.042242,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,481,0.444366,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,481,0.000323,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,481,0.066526,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,482,0.005447,6392,100%
Raspberry Pi,Kyber-768,PQC,Encapsulation,482,0.000116,6392,100%
Raspberry Pi,Kyber-768,PQC,Decapsulation,482,0.000089,6392,100%
Raspberry Pi,BIKE-L1,PQC,KeyGen,482,0.051619,6392,100%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,482,0.002748,6392,100%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,482,0.042400,6392,100%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,482,0.268473,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,482,0.000324,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,482,0.066534,6392,100%
Raspberry Pi,Kyber-768,PQC,KeyGen,483,0.005278,6380,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,483,0.000118,6380,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,483,0.000089,6380,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,483,0.051482,6380,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,483,0.002766,6380,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,483,0.042533,6380,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,483,0.441490,6380,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,483,0.000355,6380,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,483,0.066536,6380,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,484,0.005398,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,484,0.000109,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,484,0.000097,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,484,0.065822,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,484,0.004149,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,484,0.061695,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,484,0.182938,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,484,0.000318,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,484,0.066509,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,485,0.005397,6384,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,485,0.000110,6384,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,485,0.000097,6384,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,485,0.051411,6384,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,485,0.002755,6384,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,485,0.042271,6384,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,485,0.701544,6384,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,485,0.000342,6384,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,485,0.066815,6384,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,486,0.005340,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,486,0.000107,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,486,0.000096,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,486,0.051697,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,486,0.002763,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,486,0.042324,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,486,0.700547,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,486,0.000375,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,486,0.066495,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,487,0.005388,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,487,0.000115,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,487,0.000089,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,487,0.051719,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,487,0.002781,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,487,0.042264,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,487,0.787981,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,487,0.000341,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,487,0.066556,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,488,0.005364,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,488,0.000110,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,488,0.000099,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,488,0.051410,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,488,0.002764,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,488,0.042420,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,488,0.268389,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,488,0.000322,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,488,0.066588,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,489,0.005470,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,489,0.000114,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,489,0.000089,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,489,0.051726,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,489,0.002751,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,489,0.042218,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,489,0.354932,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,489,0.000318,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,489,0.066519,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,490,0.005293,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,490,0.000114,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,490,0.000089,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,490,0.051679,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,490,0.002765,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,490,0.042615,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,490,0.182171,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,490,0.000324,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,490,0.066747,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,491,0.005414,6260,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,491,0.000115,6260,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,491,0.000090,6260,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,491,0.053036,6260,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,491,0.002788,6260,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,491,0.042214,6260,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,491,0.268615,6260,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,491,0.000336,6260,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,491,0.066491,6260,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,492,0.005732,6388,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,492,0.000115,6388,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,492,0.000089,6388,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,492,0.051497,6388,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,492,0.002765,6388,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,492,0.041976,6388,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,492,0.268442,6388,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,492,0.000364,6388,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,492,0.066516,6388,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,493,0.005635,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,493,0.000115,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,493,0.000088,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,493,0.051567,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,493,0.002768,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,493,0.042055,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,493,0.443245,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,493,0.000340,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,493,0.066488,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,494,0.005386,6392,100%
Raspberry Pi,Kyber-768,PQC,Encapsulation,494,0.000115,6392,100%
Raspberry Pi,Kyber-768,PQC,Decapsulation,494,0.000089,6392,100%
Raspberry Pi,BIKE-L1,PQC,KeyGen,494,0.051483,6392,100%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,494,0.002776,6392,100%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,494,0.042669,6392,100%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,494,0.182646,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,494,0.000305,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,494,0.066786,6392,100%
Raspberry Pi,Kyber-768,PQC,KeyGen,495,0.005731,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,495,0.000115,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,495,0.000089,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,495,0.051570,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,495,0.002764,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,495,0.042531,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,495,0.182689,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,495,0.000324,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,495,0.066511,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,496,0.005420,6392,100%
Raspberry Pi,Kyber-768,PQC,Encapsulation,496,0.000109,6392,100%
Raspberry Pi,Kyber-768,PQC,Decapsulation,496,0.000089,6392,100%
Raspberry Pi,BIKE-L1,PQC,KeyGen,496,0.051520,6392,100%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,496,0.002765,6392,100%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,496,0.042374,6392,100%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,496,0.268294,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,496,0.000338,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,496,0.066521,6392,100%
Raspberry Pi,Kyber-768,PQC,KeyGen,497,0.005333,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,497,0.000118,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,497,0.000090,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,497,0.051405,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,497,0.002766,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,497,0.042168,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,497,0.700784,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,497,0.000343,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,497,0.066528,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,498,0.005347,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,498,0.000115,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,498,0.000088,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,498,0.051536,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,498,0.002753,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,498,0.042504,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,498,0.354858,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,498,0.000387,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,498,0.066524,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,499,0.005260,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,499,0.000115,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,499,0.000088,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,499,0.051620,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,499,0.002786,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,499,0.042456,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,499,0.268582,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,499,0.000403,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,499,0.066611,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,500,0.005394,6392,98%
Raspberry Pi,Kyber-768,PQC,Encapsulation,500,0.000107,6392,98%
Raspberry Pi,Kyber-768,PQC,Decapsulation,500,0.000096,6392,98%
Raspberry Pi,BIKE-L1,PQC,KeyGen,500,0.051521,6392,98%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,500,0.002761,6392,98%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,500,0.042099,6392,98%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,500,0.215436,6392,98%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,500,0.000323,6392,98%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,500,0.069107,6392,98%
Raspberry Pi,Kyber-768,PQC,KeyGen,501,0.005333,6392,100%
Raspberry Pi,Kyber-768,PQC,Encapsulation,501,0.000109,6392,100%
Raspberry Pi,Kyber-768,PQC,Decapsulation,501,0.000096,6392,100%
Raspberry Pi,BIKE-L1,PQC,KeyGen,501,0.051391,6392,100%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,501,0.002766,6392,100%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,501,0.042354,6392,100%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,501,0.268318,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,501,0.000365,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,501,0.066622,6392,100%
Raspberry Pi,Kyber-768,PQC,KeyGen,502,0.005418,6132,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,502,0.000116,6132,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,502,0.000089,6132,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,502,0.052362,6132,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,502,0.002769,6132,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,502,0.042461,6132,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,502,0.181785,6132,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,502,0.000305,6132,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,502,0.066527,6132,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,503,0.005280,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,503,0.000117,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,503,0.000089,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,503,0.051603,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,503,0.002763,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,503,0.042359,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,503,0.181906,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,503,0.000333,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,503,0.066510,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,504,0.005348,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,504,0.000109,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,504,0.000097,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,504,0.051591,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,504,0.002758,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,504,0.042134,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,504,0.182073,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,504,0.000352,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,504,0.066586,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,505,0.005455,6392,100%
Raspberry Pi,Kyber-768,PQC,Encapsulation,505,0.000108,6392,100%
Raspberry Pi,Kyber-768,PQC,Decapsulation,505,0.000096,6392,100%
Raspberry Pi,BIKE-L1,PQC,KeyGen,505,0.051425,6392,100%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,505,0.002752,6392,100%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,505,0.042415,6392,100%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,505,0.355563,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,505,0.000343,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,505,0.066592,6392,100%
Raspberry Pi,Kyber-768,PQC,KeyGen,506,0.005303,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,506,0.000108,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,506,0.000097,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,506,0.051445,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,506,0.002763,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,506,0.042378,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,506,0.268757,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,506,0.000343,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,506,0.066550,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,507,0.005230,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,507,0.000116,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,507,0.000088,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,507,0.051699,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,507,0.002768,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,507,0.042097,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,507,0.527885,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,507,0.000380,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,507,0.066510,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,508,0.005395,6376,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,508,0.000114,6376,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,508,0.000090,6376,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,508,0.051664,6376,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,508,0.002767,6376,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,508,0.042554,6376,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,508,3.042462,6376,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,508,0.000320,6376,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,508,0.066514,6376,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,509,0.005388,6392,100%
Raspberry Pi,Kyber-768,PQC,Encapsulation,509,0.000107,6392,100%
Raspberry Pi,Kyber-768,PQC,Decapsulation,509,0.000095,6392,100%
Raspberry Pi,BIKE-L1,PQC,KeyGen,509,0.051459,6392,100%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,509,0.002764,6392,100%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,509,0.042168,6392,100%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,509,0.354724,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,509,0.000364,6392,100%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,509,0.066501,6392,100%
Raspberry Pi,Kyber-768,PQC,KeyGen,510,0.005505,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,510,0.000116,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,510,0.000089,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,510,0.051411,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,510,0.002761,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,510,0.042620,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,510,0.355570,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,510,0.000319,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,510,0.066541,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,511,0.005271,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,511,0.000117,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,511,0.000088,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,511,0.051534,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,511,0.002774,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,511,0.042145,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,511,0.359799,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,511,0.000349,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,511,0.066492,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,512,0.005290,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,512,0.000107,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,512,0.000096,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,512,0.051362,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,512,0.002760,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,512,0.042373,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,512,0.787011,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,512,0.000334,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,512,0.066515,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,513,0.005308,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,513,0.000116,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,513,0.000090,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,513,0.051820,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,513,0.002753,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,513,0.042415,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,513,0.613824,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,513,0.000371,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,513,0.066499,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,514,0.005310,6380,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,514,0.000115,6380,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,514,0.000087,6380,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,514,0.051409,6380,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,514,0.002781,6380,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,514,0.042492,6380,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,514,0.442789,6380,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,514,0.000326,6380,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,514,0.066520,6380,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,515,0.005314,6392,99%
Raspberry Pi,Kyber-768,PQC,Encapsulation,515,0.000107,6392,99%
Raspberry Pi,Kyber-768,PQC,Decapsulation,515,0.000089,6392,99%
Raspberry Pi,BIKE-L1,PQC,KeyGen,515,0.051506,6392,99%
Raspberry Pi,BIKE-L1,PQC,Encapsulation,515,0.002764,6392,99%
Raspberry Pi,BIKE-L1,PQC,Decapsulation,515,0.042516,6392,99%
Raspberry Pi,Classic-McEliece,PQC,KeyGen,515,0.614592,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Encapsulation,515,0.000340,6392,99%
Raspberry Pi,Classic-McEliece,PQC,Decapsulation,515,0.066535,6392,99%
Raspberry Pi,Kyber-768,PQC,KeyGen,516,0.005315,6392,100%
