Device,Algorithm,Type,Operation,Iteration,Time
Raspberry PI,ECDSA,Classical,Verify,240,0.000037
Raspberry PI,ECDH,Classical,KeyGen,241,0.003135
Raspberry PI,ECDH,Classical,SharedSecret,241,0.000274
Raspberry PI,ECDSA,Classical,Sign,241,0.000573
Raspberry PI,ECDSA,Classical,Verify,241,0.000035
Raspberry PI,ECDH,Classical,KeyGen,242,0.003055
Raspberry PI,ECDH,Classical,SharedSecret,242,0.000279
Raspberry PI,ECDSA,Classical,Sign,242,0.000741
Raspberry PI,ECDSA,Classical,Verify,242,0.000055
Raspberry PI,ECDH,Classical,KeyGen,243,0.003174
Raspberry PI,ECDH,Classical,SharedSecret,243,0.000285
Raspberry PI,ECDSA,Classical,Sign,243,0.000795
Raspberry PI,ECDSA,Classical,Verify,243,0.000046
Raspberry PI,ECDH,Classical,KeyGen,244,0.002593
Raspberry PI,ECDH,Classical,SharedSecret,244,0.000286
Raspberry PI,ECDSA,Classical,Sign,244,0.000810
Raspberry PI,ECDSA,Classical,Verify,244,0.000060
Raspberry PI,ECDH,Classical,KeyGen,245,0.002546
Raspberry PI,ECDH,Classical,SharedSecret,245,0.000274
Raspberry PI,ECDSA,Classical,Sign,245,0.000712
Raspberry PI,ECDSA,Classical,Verify,245,0.000059
Raspberry PI,ECDH,Classical,KeyGen,246,0.002628
Raspberry PI,ECDH,Classical,SharedSecret,246,0.000272
Raspberry PI,ECDSA,Classical,Sign,246,0.000639
Raspberry PI,ECDSA,Classical,Verify,246,0.000036
Raspberry PI,ECDH,Classical,KeyGen,247,0.002631
Raspberry PI,ECDH,Classical,SharedSecret,247,0.000273
Raspberry PI,ECDSA,Classical,Sign,247,0.000548
Raspberry PI,ECDSA,Classical,Verify,247,0.000035
Raspberry PI,ECDH,Classical,KeyGen,248,0.002699
Raspberry PI,ECDH,Classical,SharedSecret,248,0.000273
Raspberry PI,ECDSA,Classical,Sign,248,0.000550
Raspberry PI,ECDSA,Classical,Verify,248,0.000034
Raspberry PI,ECDH,Classical,KeyGen,249,0.003499
Raspberry PI,ECDH,Classical,SharedSecret,249,0.000276
Raspberry PI,ECDSA,Classical,Sign,249,0.000739
Raspberry PI,ECDSA,Classical,Verify,249,0.000049
Raspberry PI,ECDH,Classical,KeyGen,250,0.003169
Raspberry PI,ECDH,Classical,SharedSecret,250,0.000286
Raspberry PI,ECDSA,Classical,Sign,250,0.000687
Raspberry PI,ECDSA,Classical,Verify,250,0.000043
Raspberry PI,ECDH,Classical,KeyGen,251,0.003153
Raspberry PI,ECDH,Classical,SharedSecret,251,0.000284
Raspberry PI,ECDSA,Classical,Sign,251,0.000817
Raspberry PI,ECDSA,Classical,Verify,251,0.000045
Raspberry PI,ECDH,Classical,KeyGen,252,0.002522
Raspberry PI,ECDH,Classical,SharedSecret,252,0.000273
Raspberry PI,ECDSA,Classical,Sign,252,0.000599
Raspberry PI,ECDSA,Classical,Verify,252,0.000041
Raspberry PI,ECDH,Classical,KeyGen,253,0.002502
Raspberry PI,ECDH,Classical,SharedSecret,253,0.000273
Raspberry PI,ECDSA,Classical,Sign,253,0.000542
Raspberry PI,ECDSA,Classical,Verify,253,0.000034
Raspberry PI,ECDH,Classical,KeyGen,254,0.002908
Raspberry PI,ECDH,Classical,SharedSecret,254,0.000273
Raspberry PI,ECDSA,Classical,Sign,254,0.000552
Raspberry PI,ECDSA,Classical,Verify,254,0.000036
Raspberry PI,ECDH,Classical,KeyGen,255,0.003027
Raspberry PI,ECDH,Classical,SharedSecret,255,0.000277
Raspberry PI,ECDSA,Classical,Sign,255,0.000658
Raspberry PI,ECDSA,Classical,Verify,255,0.000041
Raspberry PI,ECDH,Classical,KeyGen,256,0.003363
Raspberry PI,ECDH,Classical,SharedSecret,256,0.000275
Raspberry PI,ECDSA,Classical,Sign,256,0.000621
Raspberry PI,ECDSA,Classical,Verify,256,0.000044
Raspberry PI,ECDH,Classical,KeyGen,257,0.002521
Raspberry PI,ECDH,Classical,SharedSecret,257,0.000289
Raspberry PI,ECDSA,Classical,Sign,257,0.000782
Raspberry PI,ECDSA,Classical,Verify,257,0.000054
Raspberry PI,ECDH,Classical,KeyGen,258,0.002709
Raspberry PI,ECDH,Classical,SharedSecret,258,0.000286
Raspberry PI,ECDSA,Classical,Sign,258,0.000789
Raspberry PI,ECDSA,Classical,Verify,258,0.000057
Raspberry PI,ECDH,Classical,KeyGen,259,0.002526
Raspberry PI,ECDH,Classical,SharedSecret,259,0.000273
Raspberry PI,ECDSA,Classical,Sign,259,0.000630
Raspberry PI,ECDSA,Classical,Verify,259,0.000037
Raspberry PI,ECDH,Classical,KeyGen,260,0.002637
Raspberry PI,ECDH,Classical,SharedSecret,260,0.000273
Raspberry PI,ECDSA,Classical,Sign,260,0.000627
Raspberry PI,ECDSA,Classical,Verify,260,0.000036
Raspberry PI,ECDH,Classical,KeyGen,261,0.003181
Raspberry PI,ECDH,Classical,SharedSecret,261,0.000286
Raspberry PI,ECDSA,Classical,Sign,261,0.000597
Raspberry PI,ECDSA,Classical,Verify,261,0.000036
Raspberry PI,ECDH,Classical,KeyGen,262,0.003111
Raspberry PI,ECDH,Classical,SharedSecret,262,0.000286
Raspberry PI,ECDSA,Classical,Sign,262,0.000669
Raspberry PI,ECDSA,Classical,Verify,262,0.000047
Raspberry PI,ECDH,Classical,KeyGen,263,0.002601
Raspberry PI,ECDH,Classical,SharedSecret,263,0.000285
Raspberry PI,ECDSA,Classical,Sign,263,0.000845
Raspberry PI,ECDSA,Classical,Verify,263,0.000063
Raspberry PI,ECDH,Classical,KeyGen,264,0.002590
Raspberry PI,ECDH,Classical,SharedSecret,264,0.000273
Raspberry PI,ECDSA,Classical,Sign,264,0.000567
Raspberry PI,ECDSA,Classical,Verify,264,0.000041
Raspberry PI,ECDH,Classical,KeyGen,265,0.002551
Raspberry PI,ECDH,Classical,SharedSecret,265,0.000273
Raspberry PI,ECDSA,Classical,Sign,265,0.000542
Raspberry PI,ECDSA,Classical,Verify,265,0.000035
Raspberry PI,ECDH,Classical,KeyGen,266,0.003159
Raspberry PI,ECDH,Classical,SharedSecret,266,0.000275
Raspberry PI,ECDSA,Classical,Sign,266,0.000674
Raspberry PI,ECDSA,Classical,Verify,266,0.000048
Raspberry PI,ECDH,Classical,KeyGen,267,0.003497
Raspberry PI,ECDH,Classical,SharedSecret,267,0.000313
Raspberry PI,ECDSA,Classical,Sign,267,0.000625
Raspberry PI,ECDSA,Classical,Verify,267,0.000044
Raspberry PI,ECDH,Classical,KeyGen,268,0.002459
Raspberry PI,ECDH,Classical,SharedSecret,268,0.000277
Raspberry PI,ECDSA,Classical,Sign,268,0.000851
Raspberry PI,ECDSA,Classical,Verify,268,0.000062
Raspberry PI,ECDH,Classical,KeyGen,269,0.002472
Raspberry PI,ECDH,Classical,SharedSecret,269,0.000273
Raspberry PI,ECDSA,Classical,Sign,269,0.000744
Raspberry PI,ECDSA,Classical,Verify,269,0.000060
Raspberry PI,ECDH,Classical,KeyGen,270,0.002495
Raspberry PI,ECDH,Classical,SharedSecret,270,0.000273
Raspberry PI,ECDSA,Classical,Sign,270,0.000552
Raspberry PI,ECDSA,Classical,Verify,270,0.000035
Raspberry PI,ECDH,Classical,KeyGen,271,0.003116
Raspberry PI,ECDH,Classical,SharedSecret,271,0.000274
Raspberry PI,ECDSA,Classical,Sign,271,0.000576
Raspberry PI,ECDSA,Classical,Verify,271,0.000035
Raspberry PI,ECDH,Classical,KeyGen,272,0.003047
Raspberry PI,ECDH,Classical,SharedSecret,272,0.000275
Raspberry PI,ECDSA,Classical,Sign,272,0.000653
Raspberry PI,ECDSA,Classical,Verify,272,0.000044
Raspberry PI,ECDH,Classical,KeyGen,273,0.003090
Raspberry PI,ECDH,Classical,SharedSecret,273,0.000285
Raspberry PI,ECDSA,Classical,Sign,273,0.000701
Raspberry PI,ECDSA,Classical,Verify,273,0.000043
Raspberry PI,ECDH,Classical,KeyGen,274,0.002964
Raspberry PI,ECDH,Classical,SharedSecret,274,0.000286
Raspberry PI,ECDSA,Classical,Sign,274,0.000819
Raspberry PI,ECDSA,Classical,Verify,274,0.000058
Raspberry PI,ECDH,Classical,KeyGen,275,0.002475
Raspberry PI,ECDH,Classical,SharedSecret,275,0.000300
Raspberry PI,ECDSA,Classical,Sign,275,0.000880
Raspberry PI,ECDSA,Classical,Verify,275,0.000055
Raspberry PI,ECDH,Classical,KeyGen,276,0.002603
Raspberry PI,ECDH,Classical,SharedSecret,276,0.000275
Raspberry PI,ECDSA,Classical,Sign,276,0.000719
Raspberry PI,ECDSA,Classical,Verify,276,0.000065
Raspberry PI,ECDH,Classical,KeyGen,277,0.002666
Raspberry PI,ECDH,Classical,SharedSecret,277,0.000274
Raspberry PI,ECDSA,Classical,Sign,277,0.000558
Raspberry PI,ECDSA,Classical,Verify,277,0.000036
Raspberry PI,ECDH,Classical,KeyGen,278,0.002998
Raspberry PI,ECDH,Classical,SharedSecret,278,0.000275
Raspberry PI,ECDSA,Classical,Sign,278,0.000556
Raspberry PI,ECDSA,Classical,Verify,278,0.000035
Raspberry PI,ECDH,Classical,KeyGen,279,0.003082
Raspberry PI,ECDH,Classical,SharedSecret,279,0.000280
Raspberry PI,ECDSA,Classical,Sign,279,0.000643
Raspberry PI,ECDSA,Classical,Verify,279,0.000039
Raspberry PI,ECDH,Classical,KeyGen,280,0.003391
Raspberry PI,ECDH,Classical,SharedSecret,280,0.000277
Raspberry PI,ECDSA,Classical,Sign,280,0.000625
Raspberry PI,ECDSA,Classical,Verify,280,0.000049
Raspberry PI,ECDH,Classical,KeyGen,281,0.002651
Raspberry PI,ECDH,Classical,SharedSecret,281,0.000338
Raspberry PI,ECDSA,Classical,Sign,281,0.000838
Raspberry PI,ECDSA,Classical,Verify,281,0.000061
Raspberry PI,ECDH,Classical,KeyGen,282,0.002488
Raspberry PI,ECDH,Classical,SharedSecret,282,0.000317
Raspberry PI,ECDSA,Classical,Sign,282,0.000776
Raspberry PI,ECDSA,Classical,Verify,282,0.000059
Raspberry PI,ECDH,Classical,KeyGen,283,0.002486
Raspberry PI,ECDH,Classical,SharedSecret,283,0.000272
Raspberry PI,ECDSA,Classical,Sign,283,0.000656
Raspberry PI,ECDSA,Classical,Verify,283,0.000037
Raspberry PI,ECDH,Classical,KeyGen,284,0.003124
Raspberry PI,ECDH,Classical,SharedSecret,284,0.000275
Raspberry PI,ECDSA,Classical,Sign,284,0.000688
Raspberry PI,ECDSA,Classical,Verify,284,0.000036
Raspberry PI,ECDH,Classical,KeyGen,285,0.002916
Raspberry PI,ECDH,Classical,SharedSecret,285,0.000274
Raspberry PI,ECDSA,Classical,Sign,285,0.000555
Raspberry PI,ECDSA,Classical,Verify,285,0.000035
Raspberry PI,ECDH,Classical,KeyGen,286,0.003307
Raspberry PI,ECDH,Classical,SharedSecret,286,0.000276
Raspberry PI,ECDSA,Classical,Sign,286,0.000690
Raspberry PI,ECDSA,Classical,Verify,286,0.000057
Raspberry PI,ECDH,Classical,KeyGen,287,0.003215
Raspberry PI,ECDH,Classical,SharedSecret,287,0.000281
Raspberry PI,ECDSA,Classical,Sign,287,0.000619
Raspberry PI,ECDSA,Classical,Verify,287,0.000043
Raspberry PI,ECDH,Classical,KeyGen,288,0.002617
Raspberry PI,ECDH,Classical,SharedSecret,288,0.000337
Raspberry PI,ECDSA,Classical,Sign,288,0.000795
Raspberry PI,ECDSA,Classical,Verify,288,0.000055
Raspberry PI,ECDH,Classical,KeyGen,289,0.002679
Raspberry PI,ECDH,Classical,SharedSecret,289,0.000296
Raspberry PI,ECDSA,Classical,Sign,289,0.000800
Raspberry PI,ECDSA,Classical,Verify,289,0.000070
Raspberry PI,ECDH,Classical,KeyGen,290,0.002545
Raspberry PI,ECDH,Classical,SharedSecret,290,0.000273
Raspberry PI,ECDSA,Classical,Sign,290,0.000546
Raspberry PI,ECDSA,Classical,Verify,290,0.000035
Raspberry PI,ECDH,Classical,KeyGen,291,0.002722
Raspberry PI,ECDH,Classical,SharedSecret,291,0.000273
Raspberry PI,ECDSA,Classical,Sign,291,0.000551
Raspberry PI,ECDSA,Classical,Verify,291,0.000035
Raspberry PI,ECDH,Classical,KeyGen,292,0.003018
Raspberry PI,ECDH,Classical,SharedSecret,292,0.000454
Raspberry PI,ECDSA,Classical,Sign,292,0.000711
Raspberry PI,ECDSA,Classical,Verify,292,0.000054
Raspberry PI,ECDH,Classical,KeyGen,293,0.003239
Raspberry PI,ECDH,Classical,SharedSecret,293,0.000298
Raspberry PI,ECDSA,Classical,Sign,293,0.000594
Raspberry PI,ECDSA,Classical,Verify,293,0.000036
Raspberry PI,ECDH,Classical,KeyGen,294,0.002604
Raspberry PI,ECDH,Classical,SharedSecret,294,0.000276
Raspberry PI,ECDSA,Classical,Sign,294,0.000819
Raspberry PI,ECDSA,Classical,Verify,294,0.000062
Raspberry PI,ECDH,Classical,KeyGen,295,0.002523
Raspberry PI,ECDH,Classical,SharedSecret,295,0.000273
Raspberry PI,ECDSA,Classical,Sign,295,0.000547
Raspberry PI,ECDSA,Classical,Verify,295,0.000036
Raspberry PI,ECDH,Classical,KeyGen,296,0.002828
Raspberry PI,ECDH,Classical,SharedSecret,296,0.000273
Raspberry PI,ECDSA,Classical,Sign,296,0.000555
Raspberry PI,ECDSA,Classical,Verify,296,0.000034
Raspberry PI,ECDH,Classical,KeyGen,297,0.003308
Raspberry PI,ECDH,Classical,SharedSecret,297,0.000277
Raspberry PI,ECDSA,Classical,Sign,297,0.000674
Raspberry PI,ECDSA,Classical,Verify,297,0.000047
Raspberry PI,ECDH,Classical,KeyGen,298,0.003428
Raspberry PI,ECDH,Classical,SharedSecret,298,0.000276
Raspberry PI,ECDSA,Classical,Sign,298,0.000625
Raspberry PI,ECDSA,Classical,Verify,298,0.000044
Raspberry PI,ECDH,Classical,KeyGen,299,0.002961
Raspberry PI,ECDH,Classical,SharedSecret,299,0.000288
Raspberry PI,ECDSA,Classical,Sign,299,0.000771
Raspberry PI,ECDSA,Classical,Verify,299,0.000061
Raspberry PI,ECDH,Classical,KeyGen,300,0.002501
Raspberry PI,ECDH,Classical,SharedSecret,300,0.000278
Raspberry PI,ECDSA,Classical,Sign,300,0.000781
Raspberry PI,ECDSA,Classical,Verify,300,0.000062
Raspberry PI,ECDH,Classical,KeyGen,301,0.002475
Raspberry PI,ECDH,Classical,SharedSecret,301,0.000347
Raspberry PI,ECDSA,Classical,Sign,301,0.000559
Raspberry PI,ECDSA,Classical,Verify,301,0.000035
Raspberry PI,ECDH,Classical,KeyGen,302,0.002795
Raspberry PI,ECDH,Classical,SharedSecret,302,0.000272
Raspberry PI,ECDSA,Classical,Sign,302,0.000592
Raspberry PI,ECDSA,Classical,Verify,302,0.000036
Raspberry PI,ECDH,Classical,KeyGen,303,0.002797
Raspberry PI,ECDH,Classical,SharedSecret,303,0.000272
Raspberry PI,ECDSA,Classical,Sign,303,0.000553
Raspberry PI,ECDSA,Classical,Verify,303,0.000036
Raspberry PI,ECDH,Classical,KeyGen,304,0.003155
Raspberry PI,ECDH,Classical,SharedSecret,304,0.000276
Raspberry PI,ECDSA,Classical,Sign,304,0.000655
Raspberry PI,ECDSA,Classical,Verify,304,0.000049
Raspberry PI,ECDH,Classical,KeyGen,305,0.002816
Raspberry PI,ECDH,Classical,SharedSecret,305,0.000388
Raspberry PI,ECDSA,Classical,Sign,305,0.000904
Raspberry PI,ECDSA,Classical,Verify,305,0.000054
Raspberry PI,ECDH,Classical,KeyGen,306,0.002523
Raspberry PI,ECDH,Classical,SharedSecret,306,0.000397
Raspberry PI,ECDSA,Classical,Sign,306,0.000810
Raspberry PI,ECDSA,Classical,Verify,306,0.000048
Raspberry PI,ECDH,Classical,KeyGen,307,0.002484
Raspberry PI,ECDH,Classical,SharedSecret,307,0.000273
Raspberry PI,ECDSA,Classical,Sign,307,0.000619
Raspberry PI,ECDSA,Classical,Verify,307,0.000045
Raspberry PI,ECDH,Classical,KeyGen,308,0.002637
Raspberry PI,ECDH,Classical,SharedSecret,308,0.000272
Raspberry PI,ECDSA,Classical,Sign,308,0.000543
Raspberry PI,ECDSA,Classical,Verify,308,0.000036
Raspberry PI,ECDH,Classical,KeyGen,309,0.003420
Raspberry PI,ECDH,Classical,SharedSecret,309,0.000275
Raspberry PI,ECDSA,Classical,Sign,309,0.000616
Raspberry PI,ECDSA,Classical,Verify,309,0.000045
Raspberry PI,ECDH,Classical,KeyGen,310,0.003275
Raspberry PI,ECDH,Classical,SharedSecret,310,0.000284
Raspberry PI,ECDSA,Classical,Sign,310,0.000740
Raspberry PI,ECDSA,Classical,Verify,310,0.000043
Raspberry PI,ECDH,Classical,KeyGen,311,0.002501
Raspberry PI,ECDH,Classical,SharedSecret,311,0.000276
Raspberry PI,ECDSA,Classical,Sign,311,0.000798
Raspberry PI,ECDSA,Classical,Verify,311,0.000055
Raspberry PI,ECDH,Classical,KeyGen,312,0.002469
Raspberry PI,ECDH,Classical,SharedSecret,312,0.000272
Raspberry PI,ECDSA,Classical,Sign,312,0.000712
Raspberry PI,ECDSA,Classical,Verify,312,0.000035
Raspberry PI,ECDH,Classical,KeyGen,313,0.002943
Raspberry PI,ECDH,Classical,SharedSecret,313,0.000326
Raspberry PI,ECDSA,Classical,Sign,313,0.000638
Raspberry PI,ECDSA,Classical,Verify,313,0.000039
Raspberry PI,ECDH,Classical,KeyGen,314,0.003419
Raspberry PI,ECDH,Classical,SharedSecret,314,0.000276
Raspberry PI,ECDSA,Classical,Sign,314,0.000683
Raspberry PI,ECDSA,Classical,Verify,314,0.000044
Raspberry PI,ECDH,Classical,KeyGen,315,0.002690
Raspberry PI,ECDH,Classical,SharedSecret,315,0.000287
Raspberry PI,ECDSA,Classical,Sign,315,0.000778
Raspberry PI,ECDSA,Classical,Verify,315,0.000046
Raspberry PI,ECDH,Classical,KeyGen,316,0.002633
Raspberry PI,ECDH,Classical,SharedSecret,316,0.000287
Raspberry PI,ECDSA,Classical,Sign,316,0.000807
Raspberry PI,ECDSA,Classical,Verify,316,0.000059
Raspberry PI,ECDH,Classical,KeyGen,317,0.002528
Raspberry PI,ECDH,Classical,SharedSecret,317,0.000271
Raspberry PI,ECDSA,Classical,Sign,317,0.000549
Raspberry PI,ECDSA,Classical,Verify,317,0.000035
Raspberry PI,ECDH,Classical,KeyGen,318,0.002910
Raspberry PI,ECDH,Classical,SharedSecret,318,0.000276
Raspberry PI,ECDSA,Classical,Sign,318,0.000583
Raspberry PI,ECDSA,Classical,Verify,318,0.000036
Raspberry PI,ECDH,Classical,KeyGen,319,0.003497
Raspberry PI,ECDH,Classical,SharedSecret,319,0.000274
Raspberry PI,ECDSA,Classical,Sign,319,0.000625
Raspberry PI,ECDSA,Classical,Verify,319,0.000048
Raspberry PI,ECDH,Classical,KeyGen,320,0.003444
Raspberry PI,ECDH,Classical,SharedSecret,320,0.000287
Raspberry PI,ECDSA,Classical,Sign,320,0.000718
Raspberry PI,ECDSA,Classical,Verify,320,0.000045
Raspberry PI,ECDH,Classical,KeyGen,321,0.002486
Raspberry PI,ECDH,Classical,SharedSecret,321,0.000276
Raspberry PI,ECDSA,Classical,Sign,321,0.000805
Raspberry PI,ECDSA,Classical,Verify,321,0.000065
Raspberry PI,ECDH,Classical,KeyGen,322,0.002657
Raspberry PI,ECDH,Classical,SharedSecret,322,0.000273
Raspberry PI,ECDSA,Classical,Sign,322,0.000552
Raspberry PI,ECDSA,Classical,Verify,322,0.000034
Raspberry PI,ECDH,Classical,KeyGen,323,0.003204
Raspberry PI,ECDH,Classical,SharedSecret,323,0.000276
Raspberry PI,ECDSA,Classical,Sign,323,0.000675
Raspberry PI,ECDSA,Classical,Verify,323,0.000045
Raspberry PI,ECDH,Classical,KeyGen,324,0.002819
Raspberry PI,ECDH,Classical,SharedSecret,324,0.000343
Raspberry PI,ECDSA,Classical,Sign,324,0.000765
Raspberry PI,ECDSA,Classical,Verify,324,0.000063
Raspberry PI,ECDH,Classical,KeyGen,325,0.003059
Raspberry PI,ECDH,Classical,SharedSecret,325,0.000283
Raspberry PI,ECDSA,Classical,Sign,325,0.000769
Raspberry PI,ECDSA,Classical,Verify,325,0.000056
Raspberry PI,ECDH,Classical,KeyGen,326,0.002959
Raspberry PI,ECDH,Classical,SharedSecret,326,0.000281
Raspberry PI,ECDSA,Classical,Sign,326,0.000803
Raspberry PI,ECDSA,Classical,Verify,326,0.000051
Raspberry PI,ECDH,Classical,KeyGen,327,0.002506
Raspberry PI,ECDH,Classical,SharedSecret,327,0.000274
Raspberry PI,ECDSA,Classical,Sign,327,0.000685
Raspberry PI,ECDSA,Classical,Verify,327,0.000068
Raspberry PI,ECDH,Classical,KeyGen,328,0.002538
Raspberry PI,ECDH,Classical,SharedSecret,328,0.000272
Raspberry PI,ECDSA,Classical,Sign,328,0.000547
Raspberry PI,ECDSA,Classical,Verify,328,0.000035
Raspberry PI,ECDH,Classical,KeyGen,329,0.002824
Raspberry PI,ECDH,Classical,SharedSecret,329,0.000274
Raspberry PI,ECDSA,Classical,Sign,329,0.000553
Raspberry PI,ECDSA,Classical,Verify,329,0.000035
Raspberry PI,ECDH,Classical,KeyGen,330,0.003124
Raspberry PI,ECDH,Classical,SharedSecret,330,0.000274
Raspberry PI,ECDSA,Classical,Sign,330,0.000681
Raspberry PI,ECDSA,Classical,Verify,330,0.000035
Raspberry PI,ECDH,Classical,KeyGen,331,0.003622
Raspberry PI,ECDH,Classical,SharedSecret,331,0.000275
Raspberry PI,ECDSA,Classical,Sign,331,0.000649
Raspberry PI,ECDSA,Classical,Verify,331,0.000050
Raspberry PI,ECDH,Classical,KeyGen,332,0.003234
Raspberry PI,ECDH,Classical,SharedSecret,332,0.000290
Raspberry PI,ECDSA,Classical,Sign,332,0.000795
Raspberry PI,ECDSA,Classical,Verify,332,0.000055
Raspberry PI,ECDH,Classical,KeyGen,333,0.003350
Raspberry PI,ECDH,Classical,SharedSecret,333,0.000286
Raspberry PI,ECDSA,Classical,Sign,333,0.000797
Raspberry PI,ECDSA,Classical,Verify,333,0.000045
Raspberry PI,ECDH,Classical,KeyGen,334,0.002639
Raspberry PI,ECDH,Classical,SharedSecret,334,0.000286
Raspberry PI,ECDSA,Classical,Sign,334,0.000893
Raspberry PI,ECDSA,Classical,Verify,334,0.000058
Raspberry PI,ECDH,Classical,KeyGen,335,0.002571
Raspberry PI,ECDH,Classical,SharedSecret,335,0.000273
Raspberry PI,ECDSA,Classical,Sign,335,0.000716
Raspberry PI,ECDSA,Classical,Verify,335,0.000080
Raspberry PI,ECDH,Classical,KeyGen,336,0.002657
Raspberry PI,ECDH,Classical,SharedSecret,336,0.000273
Raspberry PI,ECDSA,Classical,Sign,336,0.000551
Raspberry PI,ECDSA,Classical,Verify,336,0.000035
Raspberry PI,ECDH,Classical,KeyGen,337,0.003109
Raspberry PI,ECDH,Classical,SharedSecret,337,0.000278
Raspberry PI,ECDSA,Classical,Sign,337,0.000638
Raspberry PI,ECDSA,Classical,Verify,337,0.000038
Raspberry PI,ECDH,Classical,KeyGen,338,0.003187
Raspberry PI,ECDH,Classical,SharedSecret,338,0.000289
Raspberry PI,ECDSA,Classical,Sign,338,0.000611
Raspberry PI,ECDSA,Classical,Verify,338,0.000042
Raspberry PI,ECDH,Classical,KeyGen,339,0.002536
Raspberry PI,ECDH,Classical,SharedSecret,339,0.000285
Raspberry PI,ECDSA,Classical,Sign,339,0.000803
Raspberry PI,ECDSA,Classical,Verify,339,0.000052
Raspberry PI,ECDH,Classical,KeyGen,340,0.002871
Raspberry PI,ECDH,Classical,SharedSecret,340,0.000282
Raspberry PI,ECDSA,Classical,Sign,340,0.001152
Raspberry PI,ECDSA,Classical,Verify,340,0.000069
Raspberry PI,ECDH,Classical,KeyGen,341,0.002699
Raspberry PI,ECDH,Classical,SharedSecret,341,0.000275
Raspberry PI,ECDSA,Classical,Sign,341,0.000933
Raspberry PI,ECDSA,Classical,Verify,341,0.000069
Raspberry PI,ECDH,Classical,KeyGen,342,0.002521
Raspberry PI,ECDH,Classical,SharedSecret,342,0.000272
Raspberry PI,ECDSA,Classical,Sign,342,0.000664
Raspberry PI,ECDSA,Classical,Verify,342,0.000040
Raspberry PI,ECDH,Classical,KeyGen,343,0.002568
Raspberry PI,ECDH,Classical,SharedSecret,343,0.000273
Raspberry PI,ECDSA,Classical,Sign,343,0.000546
Raspberry PI,ECDSA,Classical,Verify,343,0.000036
Raspberry PI,ECDH,Classical,KeyGen,344,0.002480
Raspberry PI,ECDH,Classical,SharedSecret,344,0.000273
Raspberry PI,ECDSA,Classical,Sign,344,0.000542
Raspberry PI,ECDSA,Classical,Verify,344,0.000036
Raspberry PI,ECDH,Classical,KeyGen,345,0.002612
Raspberry PI,ECDH,Classical,SharedSecret,345,0.000273
Raspberry PI,ECDSA,Classical,Sign,345,0.000600
Raspberry PI,ECDSA,Classical,Verify,345,0.000036
Raspberry PI,ECDH,Classical,KeyGen,346,0.002878
Raspberry PI,ECDH,Classical,SharedSecret,346,0.000274
Raspberry PI,ECDSA,Classical,Sign,346,0.000551
Raspberry PI,ECDSA,Classical,Verify,346,0.000036
Raspberry PI,ECDH,Classical,KeyGen,347,0.003360
Raspberry PI,ECDH,Classical,SharedSecret,347,0.000276
Raspberry PI,ECDSA,Classical,Sign,347,0.000655
Raspberry PI,ECDSA,Classical,Verify,347,0.000050
Raspberry PI,ECDH,Classical,KeyGen,348,0.002950
Raspberry PI,ECDH,Classical,SharedSecret,348,0.000283
Raspberry PI,ECDSA,Classical,Sign,348,0.000746
Raspberry PI,ECDSA,Classical,Verify,348,0.000063
Raspberry PI,ECDH,Classical,KeyGen,349,0.002476
Raspberry PI,ECDH,Classical,SharedSecret,349,0.000276
Raspberry PI,ECDSA,Classical,Sign,349,0.000647
Raspberry PI,ECDSA,Classical,Verify,349,0.000045
Raspberry PI,ECDH,Classical,KeyGen,350,0.002608
Raspberry PI,ECDH,Classical,SharedSecret,350,0.000272
Raspberry PI,ECDSA,Classical,Sign,350,0.000554
Raspberry PI,ECDSA,Classical,Verify,350,0.000035
Raspberry PI,ECDH,Classical,KeyGen,351,0.003129
Raspberry PI,ECDH,Classical,SharedSecret,351,0.000277
Raspberry PI,ECDSA,Classical,Sign,351,0.000640
Raspberry PI,ECDSA,Classical,Verify,351,0.000046
Raspberry PI,ECDH,Classical,KeyGen,352,0.002935
Raspberry PI,ECDH,Classical,SharedSecret,352,0.000280
Raspberry PI,ECDSA,Classical,Sign,352,0.000757
Raspberry PI,ECDSA,Classical,Verify,352,0.000061
Raspberry PI,ECDH,Classical,KeyGen,353,0.002649
Raspberry PI,ECDH,Classical,SharedSecret,353,0.000328
Raspberry PI,ECDSA,Classical,Sign,353,0.000996
Raspberry PI,ECDSA,Classical,Verify,353,0.000091
Raspberry PI,ECDH,Classical,KeyGen,354,0.002446
Raspberry PI,ECDH,Classical,SharedSecret,354,0.000274
Raspberry PI,ECDSA,Classical,Sign,354,0.000564
Raspberry PI,ECDSA,Classical,Verify,354,0.000038
Raspberry PI,ECDH,Classical,KeyGen,355,0.002797
Raspberry PI,ECDH,Classical,SharedSecret,355,0.000273
Raspberry PI,ECDSA,Classical,Sign,355,0.000556
Raspberry PI,ECDSA,Classical,Verify,355,0.000036
Raspberry PI,ECDH,Classical,KeyGen,356,0.003254
Raspberry PI,ECDH,Classical,SharedSecret,356,0.000278
Raspberry PI,ECDSA,Classical,Sign,356,0.000622
Raspberry PI,ECDSA,Classical,Verify,356,0.000038
Raspberry PI,ECDH,Classical,KeyGen,357,0.003642
Raspberry PI,ECDH,Classical,SharedSecret,357,0.000278
Raspberry PI,ECDSA,Classical,Sign,357,0.000690
Raspberry PI,ECDSA,Classical,Verify,357,0.000045
