Device,Algorithm,Type,Operation,Iteration,Time,MemoryKB,CPU
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,562,0.004118,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,562,0.076408,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,562,0.003863,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,563,0.005550,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,563,0.000334,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,563,0.000165,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,563,0.017397,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,563,0.001188,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,563,0.000137,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,563,0.002761,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,563,0.063993,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,563,0.003881,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,564,0.005577,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,564,0.000464,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,564,0.000167,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,564,0.019957,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,564,0.000964,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,564,0.000145,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,564,0.002865,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,564,0.063908,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,564,0.003820,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,565,0.005505,5868,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,565,0.000900,5868,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,565,0.000166,5868,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,565,0.022261,5868,100%
Raspberri Pi,Falcon-512,PQC,Sign,565,0.000964,5868,100%
Raspberri Pi,Falcon-512,PQC,Verify,565,0.000116,5868,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,565,0.002796,5868,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,565,0.063943,5868,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,565,0.003999,5868,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,566,0.005610,5864,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,566,0.000595,5864,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,566,0.000166,5864,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,566,0.016661,5864,99%
Raspberri Pi,Falcon-512,PQC,Sign,566,0.000949,5864,99%
Raspberri Pi,Falcon-512,PQC,Verify,566,0.000158,5864,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,566,0.002818,5864,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,566,0.064020,5864,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,566,0.003879,5864,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,567,0.005494,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,567,0.000269,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,567,0.000166,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,567,0.020756,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,567,0.001136,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,567,0.000136,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,567,0.002782,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,567,0.063912,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,567,0.003979,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,568,0.005540,5880,98%
Raspberri Pi,ML-DSA-44,PQC,Sign,568,0.000536,5880,98%
Raspberri Pi,ML-DSA-44,PQC,Verify,568,0.000167,5880,98%
Raspberri Pi,Falcon-512,PQC,KeyGen,568,0.018202,5880,98%
Raspberri Pi,Falcon-512,PQC,Sign,568,0.000897,5880,98%
Raspberri Pi,Falcon-512,PQC,Verify,568,0.000113,5880,98%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,568,0.002788,5880,98%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,568,0.063791,5880,98%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,568,0.003916,5880,98%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,569,0.005627,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,569,0.000495,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,569,0.000166,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,569,0.017310,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,569,0.001100,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,569,0.000131,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,569,0.002784,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,569,0.064005,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,569,0.003890,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,570,0.005595,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,570,0.000498,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,570,0.000165,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,570,0.024973,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,570,0.000869,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,570,0.000115,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,570,0.002755,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,570,0.063857,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,570,0.003775,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,571,0.005515,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,571,0.000526,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,571,0.000168,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,571,0.022631,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,571,0.000971,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,571,0.000114,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,571,0.002753,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,571,0.063840,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,571,0.003806,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,572,0.005499,5876,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,572,0.000555,5876,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,572,0.000193,5876,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,572,0.023401,5876,99%
Raspberri Pi,Falcon-512,PQC,Sign,572,0.000956,5876,99%
Raspberri Pi,Falcon-512,PQC,Verify,572,0.000118,5876,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,572,0.002745,5876,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,572,0.064045,5876,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,572,0.003791,5876,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,573,0.005668,5880,98%
Raspberri Pi,ML-DSA-44,PQC,Sign,573,0.000734,5880,98%
Raspberri Pi,ML-DSA-44,PQC,Verify,573,0.000168,5880,98%
Raspberri Pi,Falcon-512,PQC,KeyGen,573,0.017291,5880,98%
Raspberri Pi,Falcon-512,PQC,Sign,573,0.000912,5880,98%
Raspberri Pi,Falcon-512,PQC,Verify,573,0.000134,5880,98%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,573,0.002769,5880,98%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,573,0.064375,5880,98%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,573,0.003808,5880,98%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,574,0.006002,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,574,0.000549,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,574,0.000166,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,574,0.017358,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,574,0.000966,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,574,0.000122,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,574,0.002825,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,574,0.063887,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,574,0.003827,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,575,0.005575,5752,98%
Raspberri Pi,ML-DSA-44,PQC,Sign,575,0.000272,5752,98%
Raspberri Pi,ML-DSA-44,PQC,Verify,575,0.000167,5752,98%
Raspberri Pi,Falcon-512,PQC,KeyGen,575,0.025319,5752,98%
Raspberri Pi,Falcon-512,PQC,Sign,575,0.000906,5752,98%
Raspberri Pi,Falcon-512,PQC,Verify,575,0.000114,5752,98%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,575,0.002743,5752,98%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,575,0.063891,5752,98%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,575,0.003715,5752,98%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,576,0.005564,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,576,0.000335,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,576,0.000167,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,576,0.017258,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,576,0.001095,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,576,0.000131,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,576,0.002780,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,576,0.063957,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,576,0.003953,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,577,0.005605,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,577,0.000606,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,577,0.000173,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,577,0.017239,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,577,0.000883,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,577,0.000119,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,577,0.002797,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,577,0.063837,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,577,0.003853,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,578,0.005555,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,578,0.000272,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,578,0.000167,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,578,0.017335,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,578,0.001061,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,578,0.000129,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,578,0.002778,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,578,0.063910,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,578,0.003844,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,579,0.005567,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,579,0.001167,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,579,0.000167,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,579,0.016819,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,579,0.001165,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,579,0.000144,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,579,0.002784,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,579,0.064007,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,579,0.003894,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,580,0.005584,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,580,0.000267,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,580,0.000166,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,580,0.018605,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,580,0.000885,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,580,0.000115,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,580,0.002788,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,580,0.064177,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,580,0.003972,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,581,0.005584,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,581,0.000752,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,581,0.000166,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,581,0.017411,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,581,0.000896,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,581,0.000119,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,581,0.002745,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,581,0.063987,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,581,0.003921,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,582,0.005473,5880,95%
Raspberri Pi,ML-DSA-44,PQC,Sign,582,0.000267,5880,95%
Raspberri Pi,ML-DSA-44,PQC,Verify,582,0.000166,5880,95%
Raspberri Pi,Falcon-512,PQC,KeyGen,582,0.024389,5880,95%
Raspberri Pi,Falcon-512,PQC,Sign,582,0.000997,5880,95%
Raspberri Pi,Falcon-512,PQC,Verify,582,0.000121,5880,95%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,582,0.002759,5880,95%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,582,0.063827,5880,95%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,582,0.003949,5880,95%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,583,0.009063,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,583,0.000799,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,583,0.000277,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,583,0.036767,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,583,0.001430,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,583,0.000189,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,583,0.004585,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,583,0.083198,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,583,0.003906,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,584,0.005496,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,584,0.000693,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,584,0.000166,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,584,0.027579,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,584,0.000884,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,584,0.000117,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,584,0.002760,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,584,0.063746,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,584,0.003888,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,585,0.006113,5880,98%
Raspberri Pi,ML-DSA-44,PQC,Sign,585,0.000371,5880,98%
Raspberri Pi,ML-DSA-44,PQC,Verify,585,0.000166,5880,98%
Raspberri Pi,Falcon-512,PQC,KeyGen,585,0.016689,5880,98%
Raspberri Pi,Falcon-512,PQC,Sign,585,0.001106,5880,98%
Raspberri Pi,Falcon-512,PQC,Verify,585,0.000131,5880,98%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,585,0.002833,5880,98%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,585,0.063914,5880,98%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,585,0.003832,5880,98%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,586,0.005508,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,586,0.000450,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,586,0.000166,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,586,0.018666,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,586,0.000887,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,586,0.000114,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,586,0.002897,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,586,0.063999,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,586,0.003830,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,587,0.005606,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,587,0.000560,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,587,0.000167,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,587,0.018650,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,587,0.000863,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,587,0.000113,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,587,0.002778,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,587,0.063827,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,587,0.003848,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,588,0.005536,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,588,0.000337,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,588,0.000166,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,588,0.023436,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,588,0.000965,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,588,0.000117,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,588,0.002761,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,588,0.063856,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,588,0.003898,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,589,0.006050,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,589,0.000325,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,589,0.000166,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,589,0.018527,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,589,0.000865,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,589,0.000115,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,589,0.002908,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,589,0.063905,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,589,0.004011,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,590,0.005583,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,590,0.000426,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,590,0.000166,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,590,0.032950,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,590,0.000885,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,590,0.000117,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,590,0.002740,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,590,0.063901,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,590,0.003878,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,591,0.005561,5868,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,591,0.000925,5868,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,591,0.000170,5868,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,591,0.033976,5868,100%
Raspberri Pi,Falcon-512,PQC,Sign,591,0.000921,5868,100%
Raspberri Pi,Falcon-512,PQC,Verify,591,0.000114,5868,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,591,0.002757,5868,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,591,0.063978,5868,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,591,0.003780,5868,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,592,0.005596,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,592,0.000648,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,592,0.000166,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,592,0.022726,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,592,0.000979,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,592,0.000114,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,592,0.002756,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,592,0.063838,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,592,0.003856,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,593,0.005523,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,593,0.000381,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,593,0.000166,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,593,0.018166,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,593,0.000901,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,593,0.000122,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,593,0.002846,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,593,0.063970,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,593,0.003772,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,594,0.005498,5872,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,594,0.000559,5872,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,594,0.000169,5872,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,594,0.020728,5872,100%
Raspberri Pi,Falcon-512,PQC,Sign,594,0.000985,5872,100%
Raspberri Pi,Falcon-512,PQC,Verify,594,0.000118,5872,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,594,0.002767,5872,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,594,0.063741,5872,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,594,0.003841,5872,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,595,0.005693,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,595,0.000273,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,595,0.000166,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,595,0.019350,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,595,0.000884,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,595,0.000132,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,595,0.002812,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,595,0.063931,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,595,0.003783,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,596,0.005716,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,596,0.000476,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,596,0.000165,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,596,0.017460,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,596,0.001079,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,596,0.000136,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,596,0.002763,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,596,0.063893,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,596,0.004025,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,597,0.005541,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,597,0.000339,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,597,0.000170,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,597,0.026483,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,597,0.000925,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,597,0.000115,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,597,0.002753,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,597,0.063917,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,597,0.003776,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,598,0.005575,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,598,0.000413,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,598,0.000166,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,598,0.028113,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,598,0.000869,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,598,0.000115,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,598,0.002755,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,598,0.063892,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,598,0.003993,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,599,0.005521,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,599,0.002187,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,599,0.000168,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,599,0.021381,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,599,0.000956,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,599,0.000124,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,599,0.002775,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,599,0.063856,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,599,0.003846,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,600,0.005819,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,600,0.000481,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,600,0.000165,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,600,0.033636,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,600,0.000900,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,600,0.000116,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,600,0.002741,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,600,0.063916,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,600,0.003973,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,601,0.005617,5868,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,601,0.000394,5868,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,601,0.000165,5868,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,601,0.034281,5868,99%
Raspberri Pi,Falcon-512,PQC,Sign,601,0.000878,5868,99%
Raspberri Pi,Falcon-512,PQC,Verify,601,0.000113,5868,99%
