Device,Algorithm,Type,Operation,Iteration,Time,MemoryKB,CPU
Raspberri Pi,ML-DSA-44,PQC,KeyGen,244,0.005599,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,244,0.000797,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,244,0.000166,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,244,0.016534,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,244,0.000989,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,244,0.000136,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,244,0.002810,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,244,0.064010,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,244,0.003899,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,245,0.005455,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,245,0.000266,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,245,0.000167,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,245,0.031501,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,245,0.000886,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,245,0.000115,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,245,0.002751,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,245,0.063842,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,245,0.003787,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,246,0.005630,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,246,0.000809,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,246,0.000169,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,246,0.017462,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,246,0.000925,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,246,0.000116,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,246,0.002786,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,246,0.063964,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,246,0.003847,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,247,0.005543,5876,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,247,0.000331,5876,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,247,0.000166,5876,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,247,0.018701,5876,100%
Raspberri Pi,Falcon-512,PQC,Sign,247,0.000890,5876,100%
Raspberri Pi,Falcon-512,PQC,Verify,247,0.000114,5876,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,247,0.002804,5876,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,247,0.064082,5876,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,247,0.003890,5876,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,248,0.005508,5872,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,248,0.000614,5872,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,248,0.000167,5872,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,248,0.022142,5872,100%
Raspberri Pi,Falcon-512,PQC,Sign,248,0.000976,5872,100%
Raspberri Pi,Falcon-512,PQC,Verify,248,0.000117,5872,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,248,0.002814,5872,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,248,0.063950,5872,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,248,0.003875,5872,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,249,0.005538,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,249,0.000329,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,249,0.000166,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,249,0.020676,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,249,0.000965,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,249,0.000151,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,249,0.002778,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,249,0.063847,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,249,0.003936,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,250,0.005470,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,250,0.000467,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,250,0.000167,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,250,0.031645,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,250,0.000886,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,250,0.000114,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,250,0.002752,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,250,0.063931,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,250,0.004052,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,251,0.005568,5876,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,251,0.000624,5876,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,251,0.000165,5876,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,251,0.033586,5876,100%
Raspberri Pi,Falcon-512,PQC,Sign,251,0.000856,5876,100%
Raspberri Pi,Falcon-512,PQC,Verify,251,0.000115,5876,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,251,0.002762,5876,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,251,0.063737,5876,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,251,0.003853,5876,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,252,0.005667,5880,98%
Raspberri Pi,ML-DSA-44,PQC,Sign,252,0.000350,5880,98%
Raspberri Pi,ML-DSA-44,PQC,Verify,252,0.000169,5880,98%
Raspberri Pi,Falcon-512,PQC,KeyGen,252,0.030977,5880,98%
Raspberri Pi,Falcon-512,PQC,Sign,252,0.000880,5880,98%
Raspberri Pi,Falcon-512,PQC,Verify,252,0.000115,5880,98%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,252,0.002755,5880,98%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,252,0.063885,5880,98%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,252,0.004052,5880,98%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,253,0.005804,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,253,0.000534,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,253,0.000169,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,253,0.020733,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,253,0.000988,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,253,0.000164,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,253,0.002755,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,253,0.063824,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,253,0.003766,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,254,0.005511,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,254,0.000547,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,254,0.000167,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,254,0.020525,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,254,0.000980,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,254,0.000130,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,254,0.002782,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,254,0.063886,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,254,0.003868,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,255,0.005621,5736,97%
Raspberri Pi,ML-DSA-44,PQC,Sign,255,0.000401,5736,97%
Raspberri Pi,ML-DSA-44,PQC,Verify,255,0.000167,5736,97%
Raspberri Pi,Falcon-512,PQC,KeyGen,255,0.022250,5736,97%
Raspberri Pi,Falcon-512,PQC,Sign,255,0.000992,5736,97%
Raspberri Pi,Falcon-512,PQC,Verify,255,0.000121,5736,97%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,255,0.002759,5736,97%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,255,0.063823,5736,97%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,255,0.003899,5736,97%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,256,0.005606,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,256,0.000330,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,256,0.000168,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,256,0.026348,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,256,0.000918,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,256,0.000114,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,256,0.002755,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,256,0.063811,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,256,0.003679,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,257,0.005567,5872,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,257,0.000393,5872,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,257,0.000170,5872,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,257,0.021858,5872,100%
Raspberri Pi,Falcon-512,PQC,Sign,257,0.000991,5872,100%
Raspberri Pi,Falcon-512,PQC,Verify,257,0.000119,5872,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,257,0.002755,5872,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,257,0.063921,5872,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,257,0.003888,5872,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,258,0.005532,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,258,0.000930,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,258,0.000166,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,258,0.023642,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,258,0.000896,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,258,0.000128,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,258,0.002778,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,258,0.063875,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,258,0.003888,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,259,0.005524,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,259,0.000270,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,259,0.000165,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,259,0.018230,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,259,0.000912,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,259,0.000122,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,259,0.002787,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,259,0.064013,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,259,0.003820,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,260,0.005629,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,260,0.001802,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,260,0.000166,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,260,0.016704,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,260,0.000915,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,260,0.000126,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,260,0.002786,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,260,0.063930,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,260,0.003958,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,261,0.008067,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,261,0.000408,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,261,0.000248,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,261,0.027047,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,261,0.001257,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,261,0.000170,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,261,0.004125,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,261,0.086206,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,261,0.003754,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,262,0.005693,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,262,0.000521,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,262,0.000168,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,262,0.022086,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,262,0.001006,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,262,0.000119,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,262,0.002766,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,262,0.064184,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,262,0.003868,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,263,0.005582,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,263,0.000268,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,263,0.000166,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,263,0.020681,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,263,0.000989,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,263,0.000123,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,263,0.002814,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,263,0.063773,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,263,0.003766,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,264,0.005654,5872,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,264,0.000271,5872,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,264,0.000169,5872,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,264,0.018882,5872,100%
Raspberri Pi,Falcon-512,PQC,Sign,264,0.000884,5872,100%
Raspberri Pi,Falcon-512,PQC,Verify,264,0.000114,5872,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,264,0.002837,5872,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,264,0.063807,5872,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,264,0.003975,5872,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,265,0.005513,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,265,0.000267,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,265,0.000167,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,265,0.026948,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,265,0.000887,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,265,0.000116,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,265,0.002757,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,265,0.063747,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,265,0.003680,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,266,0.005753,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,266,0.000483,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,266,0.000169,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,266,0.017474,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,266,0.000994,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,266,0.000133,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,266,0.002779,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,266,0.064002,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,266,0.003871,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,267,0.005506,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,267,0.000404,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,267,0.000166,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,267,0.028041,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,267,0.000879,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,267,0.000114,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,267,0.002760,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,267,0.063846,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,267,0.003787,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,268,0.005501,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,268,0.000333,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,268,0.000166,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,268,0.024327,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,268,0.000882,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,268,0.000114,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,268,0.002750,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,268,0.063936,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,268,0.003988,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,269,0.005634,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,269,0.000761,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,269,0.000165,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,269,0.020637,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,269,0.000965,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,269,0.000117,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,269,0.002797,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,269,0.063869,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,269,0.003907,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,270,0.005537,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,270,0.000469,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,270,0.000167,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,270,0.024779,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,270,0.000889,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,270,0.000117,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,270,0.002740,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,270,0.063998,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,270,0.003847,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,271,0.005606,5872,98%
Raspberri Pi,ML-DSA-44,PQC,Sign,271,0.000837,5872,98%
Raspberri Pi,ML-DSA-44,PQC,Verify,271,0.000169,5872,98%
Raspberri Pi,Falcon-512,PQC,KeyGen,271,0.018994,5872,98%
Raspberri Pi,Falcon-512,PQC,Sign,271,0.000897,5872,98%
Raspberri Pi,Falcon-512,PQC,Verify,271,0.000116,5872,98%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,271,0.002830,5872,98%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,271,0.064403,5872,98%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,271,0.003749,5872,98%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,272,0.005483,5748,98%
Raspberri Pi,ML-DSA-44,PQC,Sign,272,0.000560,5748,98%
Raspberri Pi,ML-DSA-44,PQC,Verify,272,0.000168,5748,98%
Raspberri Pi,Falcon-512,PQC,KeyGen,272,0.019996,5748,98%
Raspberri Pi,Falcon-512,PQC,Sign,272,0.001176,5748,98%
Raspberri Pi,Falcon-512,PQC,Verify,272,0.000152,5748,98%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,272,0.002831,5748,98%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,272,0.063862,5748,98%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,272,0.003895,5748,98%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,273,0.005506,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,273,0.000269,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,273,0.000166,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,273,0.036363,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,273,0.000921,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,273,0.000115,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,273,0.002747,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,273,0.063838,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,273,0.003801,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,274,0.005659,5880,98%
Raspberri Pi,ML-DSA-44,PQC,Sign,274,0.000408,5880,98%
Raspberri Pi,ML-DSA-44,PQC,Verify,274,0.000166,5880,98%
Raspberri Pi,Falcon-512,PQC,KeyGen,274,0.025144,5880,98%
Raspberri Pi,Falcon-512,PQC,Sign,274,0.000880,5880,98%
Raspberri Pi,Falcon-512,PQC,Verify,274,0.000115,5880,98%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,274,0.002760,5880,98%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,274,0.064158,5880,98%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,274,0.003895,5880,98%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,275,0.005488,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,275,0.000273,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,275,0.000166,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,275,0.016629,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,275,0.000883,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,275,0.000147,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,275,0.002969,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,275,0.064316,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,275,0.003716,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,276,0.005768,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,276,0.000335,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,276,0.000169,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,276,0.036872,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,276,0.000910,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,276,0.000114,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,276,0.002762,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,276,0.063748,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,276,0.003764,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,277,0.005525,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,277,0.000547,5880,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,277,0.000169,5880,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,277,0.019627,5880,100%
Raspberri Pi,Falcon-512,PQC,Sign,277,0.000883,5880,100%
Raspberri Pi,Falcon-512,PQC,Verify,277,0.000141,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,277,0.002831,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,277,0.063806,5880,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,277,0.003787,5880,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,278,0.006165,5876,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,278,0.000730,5876,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,278,0.000167,5876,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,278,0.020732,5876,99%
Raspberri Pi,Falcon-512,PQC,Sign,278,0.000938,5876,99%
Raspberri Pi,Falcon-512,PQC,Verify,278,0.000118,5876,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,278,0.002781,5876,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,278,0.063839,5876,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,278,0.003906,5876,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,279,0.005792,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Sign,279,0.000350,5880,99%
Raspberri Pi,ML-DSA-44,PQC,Verify,279,0.000166,5880,99%
Raspberri Pi,Falcon-512,PQC,KeyGen,279,0.022089,5880,99%
Raspberri Pi,Falcon-512,PQC,Sign,279,0.001022,5880,99%
Raspberri Pi,Falcon-512,PQC,Verify,279,0.000122,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,279,0.002777,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,279,0.064198,5880,99%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,279,0.003970,5880,99%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,280,0.005500,5876,100%
Raspberri Pi,ML-DSA-44,PQC,Sign,280,0.000269,5876,100%
Raspberri Pi,ML-DSA-44,PQC,Verify,280,0.000167,5876,100%
Raspberri Pi,Falcon-512,PQC,KeyGen,280,0.021443,5876,100%
Raspberri Pi,Falcon-512,PQC,Sign,280,0.001038,5876,100%
Raspberri Pi,Falcon-512,PQC,Verify,280,0.000118,5876,100%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,280,0.002777,5876,100%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,280,0.063915,5876,100%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,280,0.003932,5876,100%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,281,0.005543,5880,98%
Raspberri Pi,ML-DSA-44,PQC,Sign,281,0.000327,5880,98%
Raspberri Pi,ML-DSA-44,PQC,Verify,281,0.000165,5880,98%
Raspberri Pi,Falcon-512,PQC,KeyGen,281,0.024366,5880,98%
Raspberri Pi,Falcon-512,PQC,Sign,281,0.000999,5880,98%
Raspberri Pi,Falcon-512,PQC,Verify,281,0.000126,5880,98%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,281,0.002801,5880,98%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,281,0.063836,5880,98%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,281,0.003950,5880,98%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,282,0.008772,5880,98%
Raspberri Pi,ML-DSA-44,PQC,Sign,282,0.000401,5880,98%
Raspberri Pi,ML-DSA-44,PQC,Verify,282,0.000248,5880,98%
Raspberri Pi,Falcon-512,PQC,KeyGen,282,0.029118,5880,98%
Raspberri Pi,Falcon-512,PQC,Sign,282,0.001280,5880,98%
Raspberri Pi,Falcon-512,PQC,Verify,282,0.000173,5880,98%
Raspberri Pi,SLH-DSA-128f,PQC,KeyGen,282,0.004120,5880,98%
Raspberri Pi,SLH-DSA-128f,PQC,Sign,282,0.065674,5880,98%
Raspberri Pi,SLH-DSA-128f,PQC,Verify,282,0.003932,5880,98%
Raspberri Pi,ML-DSA-44,PQC,KeyGen,283,0.005503,5880,100%
